regime,pkg,rep,h,est,se
varmiss,bjs_wtr,3,2,3.097813779888384,.0814452695953615
varmiss,dcdh,3,0,1.680382945093863,.099818110167044
varmiss,dcdh,3,1,2.23904350156538,.139574044108421
varmiss,dcdh,3,2,3.058937777353146,.1344416371160187
varmiss,lpdid,3,0,1.565317200542833,.1023698097098072
varmiss,lpdid,3,1,2.195809877447629,.1554066275904988
varmiss,lpdid,3,2,3.076211330099007,.1578486727853897
varmiss,lpdid_rw,3,0,1.680382625339763,.1034463712303864
varmiss,lpdid_rw,3,1,2.28374365183551,.1579137925669637
varmiss,lpdid_rw,3,2,2.996548734620985,.1584481103017568
varmiss,sa,3,0,1.817076465470056,.0844324190045469
varmiss,sa,3,1,2.552078012602699,.0972655737269144
varmiss,sa,3,2,3.218089919413284,.1055416156251761
varmiss,csdid,4,0,2.013114941859411,.1034246272493275
varmiss,csdid,4,1,2.445187296113452,.1113003039549981
varmiss,csdid,4,2,2.941518060608614,.1083066009393802
varmiss,jwdid,4,0,1.843667794836063,.0695104548263556
varmiss,jwdid,4,1,2.580796650987295,.0809474625658898
varmiss,jwdid,4,2,3.208920833050425,.0794182005088132
varmiss,jwdid_uc,4,0,1.843667794836066,.0774579346631922
varmiss,jwdid_uc,4,1,2.58079665098731,.0951636217507599
varmiss,jwdid_uc,4,2,3.208920833050433,.0867291241910913
varmiss,bjs,4,0,1.830981989827023,.0712412801250306
varmiss,bjs,4,1,2.555794207564759,.082835970494765
varmiss,bjs,4,2,3.214001834952796,.0806976747349788
varmiss,bjs_wtr,4,0,1.992503520943046,.0758683948771302
varmiss,bjs_wtr,4,1,2.500862154531205,.0839515444863449
varmiss,bjs_wtr,4,2,3.023627968792425,.0848288816782615
varmiss,dcdh,4,0,1.610302114069888,.0923598089410454
varmiss,dcdh,4,1,2.051300792324328,.1236813236760699
varmiss,dcdh,4,2,2.813732662006051,.1202536797688885
varmiss,lpdid,4,0,1.529554661738918,.0930735755114089
varmiss,lpdid,4,1,2.006683563009236,.1353032861291205
varmiss,lpdid,4,2,2.768862827601617,.133291211078788
varmiss,lpdid_rw,4,0,1.610301968435818,.0952541502902836
varmiss,lpdid_rw,4,1,2.102737238673972,.1403053718705869
varmiss,lpdid_rw,4,2,2.599925727952319,.1350994957072054
varmiss,sa,4,0,1.860029899234712,.082658188997067
varmiss,sa,4,1,2.569366514656741,.1014587051468813
varmiss,sa,4,2,3.189715399489863,.1026290136264313
varmiss,csdid,5,0,2.142938224522532,.1025498123145641
varmiss,csdid,5,1,2.647594293318606,.1157472103026722
varmiss,csdid,5,2,2.9942681892077,.1093831432635271
varmiss,jwdid,5,0,1.865841747409832,.0712810888237242
varmiss,jwdid,5,1,2.565014398090124,.0813798581911243
varmiss,jwdid,5,2,3.174202564121033,.0767385771574452
varmiss,jwdid_uc,5,0,1.865841747409846,.0802714343851532
varmiss,jwdid_uc,5,1,2.565014398090134,.0942667408607988
varmiss,jwdid_uc,5,2,3.174202564121053,.0859246152023413
varmiss,bjs,5,0,1.885798354520375,.0726015227010301
varmiss,bjs,5,1,2.593130143133749,.0830767494188381
varmiss,bjs,5,2,3.176922148810377,.0771916369186635
varmiss,bjs_wtr,5,0,2.02720395432334,.0757841117306139
varmiss,bjs_wtr,5,1,2.515128080613067,.0851906357359684
varmiss,bjs_wtr,5,2,2.883914492816984,.0832338551233708
varmiss,dcdh,5,0,1.792961548019074,.0968377857396936
varmiss,dcdh,5,1,2.232347670623394,.1325564332876417
varmiss,dcdh,5,2,2.890705279080208,.1242136288626436
varmiss,lpdid,5,0,1.657841206605955,.0983330864587655
varmiss,lpdid,5,1,2.032939570913699,.1563792154538854
varmiss,lpdid,5,2,2.773226156468015,.1435105408553151
varmiss,lpdid_rw,5,0,1.792960959250654,.1014471072478421
varmiss,lpdid_rw,5,1,2.249424696935322,.1583836914241323
varmiss,lpdid_rw,5,2,2.673563327115045,.145909820192903
varmiss,sa,5,0,1.920073397471473,.088118537905143
varmiss,sa,5,1,2.622168358079958,.1021142441750228
varmiss,sa,5,2,3.266119698771895,.1025383006619786
varmiss,csdid,6,0,1.837520206144958,.0981496405427077
varmiss,csdid,6,1,2.380813541405298,.1039527126695213
varmiss,csdid,6,2,2.8533050513223,.1044991663157342
varmiss,jwdid,6,0,1.77169090317672,.0652300858531672
varmiss,jwdid,6,1,2.517025315309386,.076666131855611
varmiss,jwdid,6,2,3.161951734717299,.0779117934000833
varmiss,jwdid_uc,6,0,1.771690903176701,.0791151617387929
varmiss,jwdid_uc,6,1,2.517025315309386,.088934050008321
varmiss,jwdid_uc,6,2,3.161951734717277,.0878409479016582
varmiss,bjs,6,0,1.764115686268269,.0668367259958555
varmiss,bjs,6,1,2.490438919972803,.078318808358575
varmiss,bjs,6,2,3.166515805700328,.0791397646071796
varmiss,bjs_wtr,6,0,1.90549683057543,.0683229488160489
varmiss,bjs_wtr,6,1,2.420694867600105,.0787901743320241
varmiss,bjs_wtr,6,2,2.938408192276256,.0814266015744821
varmiss,dcdh,6,0,1.529196385085748,.0930569461014692
varmiss,dcdh,6,1,2.060223376053901,.1271135474646733
varmiss,dcdh,6,2,2.863136634790527,.1217617931175313
varmiss,lpdid,6,0,1.40902162611621,.0961657050158822
varmiss,lpdid,6,1,1.951112665309432,.1426737886450816
varmiss,lpdid,6,2,2.93480023077469,.1389258741075081
varmiss,lpdid_rw,6,0,1.529195698829573,.0982188369492999
varmiss,lpdid_rw,6,1,2.07922420923086,.1449509221736805
varmiss,lpdid_rw,6,2,2.819980185845684,.1398875044426997
varmiss,sa,6,0,1.696909705786617,.0849270116038292
varmiss,sa,6,1,2.445429540025707,.0960882719089355
varmiss,sa,6,2,3.080612509981482,.1030086026997688
varmiss,csdid,7,0,2.004390039303896,.1026626614591794
varmiss,csdid,7,1,2.643393518804124,.1149791561838912
varmiss,csdid,7,2,2.962663338132731,.1143660654399205
varmiss,jwdid,7,0,1.807253478666086,.0714665775519223
varmiss,jwdid,7,1,2.692848893885324,.0843661697143285
varmiss,jwdid,7,2,3.210285914541996,.0835913239567195
varmiss,jwdid_uc,7,0,1.807253478666077,.0834310771880276
varmiss,jwdid_uc,7,1,2.692848893885325,.0960363165803116
varmiss,jwdid_uc,7,2,3.210285914541998,.0915417488916112
varmiss,bjs,7,0,1.80903407461301,.0715550074162765
varmiss,bjs,7,1,2.713045817894454,.0863130612390688
varmiss,bjs,7,2,3.225798464041873,.0848950707420589
varmiss,bjs_wtr,7,0,1.967371627141802,.0749660464710465
varmiss,bjs_wtr,7,1,2.599035475970595,.0892520206950752
varmiss,bjs_wtr,7,2,2.983918095793342,.0907323856457402
varmiss,dcdh,7,0,1.809579414689172,.0962573689254044
varmiss,dcdh,7,1,2.503541346504881,.1203616883215847
varmiss,dcdh,7,2,2.945720672237508,.1292211567382987
varmiss,lpdid,7,0,1.64352984026837,.0997862920803603
varmiss,lpdid,7,1,2.347116897897561,.1461430630390967
varmiss,lpdid,7,2,2.7959741023014,.1582385228320576
varmiss,lpdid_rw,7,0,1.809579265228994,.1026309820757942
varmiss,lpdid_rw,7,1,2.621204577961413,.1571531691311022
varmiss,lpdid_rw,7,2,2.749461311318015,.1590073366834619
varmiss,sa,7,0,1.820311625627476,.0883732115215449
varmiss,sa,7,1,2.694948680591175,.1024683181036321
varmiss,sa,7,2,3.20853044123758,.1069688999825877
varmiss,csdid,8,0,1.949200896182989,.1028670219733876
