design,campaign,tree,cell,seconds
scale-400k,after,base,rcs_reg,1.345
scale-400k,after,base,rcs_reg,1.329
scale-400k,after,base,rcs_reg,1.339
scale-400k,after,base,rcs_reg,1.318
scale-400k,after,base,unbal_reg_none,.423
scale-400k,after,base,unbal_reg_none,.416
scale-400k,after,base,unbal_reg_none,.415
scale-400k,after,base,unbal_reg_none,.428
scale-400k,after,base,unbal_reg_none,.421
scale-400k,after,base,panel_reg_wboot,.546
scale-400k,after,base,panel_reg_wboot,.54
scale-400k,after,base,panel_reg_wboot,.542
scale-400k,after,base,panel_reg_wboot,.543
scale-400k,after,base,panel_reg_wboot,.552
scale-400k,after,base,panel_reg_analytic,.412
scale-400k,after,base,panel_reg_analytic,.414
scale-400k,after,base,panel_reg_analytic,.422
scale-400k,after,base,panel_reg_analytic,.414
scale-400k,after,base,panel_reg_analytic,.421
scale-400k,after,base,panel_dr_cov,.825
scale-400k,after,base,panel_dr_cov,.838
scale-400k,after,base,panel_dr_cov,.835
scale-400k,after,base,panel_dr_cov,.829
scale-400k,after,base,panel_dr_cov,.839
scale-400k,after,base,panel_reg_cluster,.461
scale-400k,after,base,panel_reg_cluster,.461
scale-400k,after,base,panel_reg_cluster,.472
scale-400k,after,base,panel_reg_cluster,.462
scale-400k,after,base,panel_reg_cluster,.465
scale-400k,after,base,rcs_reg,1.334
scale-400k,after,base,rcs_reg,1.359
scale-400k,after,base,rcs_reg,1.327
scale-400k,after,base,rcs_reg,1.351
scale-400k,after,base,rcs_reg,1.366
scale-400k,after,base,unbal_reg_none,.424
scale-400k,after,base,unbal_reg_none,.418
scale-400k,after,base,unbal_reg_none,.412
scale-400k,after,base,unbal_reg_none,.409
scale-400k,after,base,unbal_reg_none,.415
scale-400k,after,base,panel_reg_wboot,.546
scale-400k,after,base,panel_reg_wboot,.548
scale-400k,after,base,panel_reg_wboot,.5389999999999999
scale-400k,after,base,panel_reg_wboot,.5449999999999999
scale-400k,after,base,panel_reg_wboot,.54
scale-400k,after,174d27b,panel_reg_analytic,.418
scale-400k,after,174d27b,panel_reg_analytic,.422
scale-400k,after,174d27b,panel_reg_analytic,.42
scale-400k,after,174d27b,panel_reg_analytic,.418
scale-400k,after,174d27b,panel_reg_analytic,.415
scale-400k,after,174d27b,panel_dr_cov,.821
scale-400k,after,174d27b,panel_dr_cov,.8220000000000001
scale-400k,after,174d27b,panel_dr_cov,.8260000000000001
scale-400k,after,174d27b,panel_dr_cov,.825
scale-400k,after,174d27b,panel_dr_cov,.835
scale-400k,after,174d27b,panel_reg_cluster,.463
scale-400k,after,174d27b,panel_reg_cluster,.466
scale-400k,after,174d27b,panel_reg_cluster,.468
scale-400k,after,174d27b,panel_reg_cluster,.468
scale-400k,after,174d27b,panel_reg_cluster,.472
scale-400k,after,174d27b,rcs_reg,1.332
scale-400k,after,174d27b,rcs_reg,1.332
scale-400k,after,174d27b,rcs_reg,1.333
scale-400k,after,174d27b,rcs_reg,1.351
scale-400k,after,174d27b,rcs_reg,1.342
scale-400k,after,174d27b,unbal_reg_none,.406
scale-400k,after,174d27b,unbal_reg_none,.413
scale-400k,after,174d27b,unbal_reg_none,.413
scale-400k,after,174d27b,unbal_reg_none,.421
scale-400k,after,174d27b,unbal_reg_none,.404
scale-400k,after,174d27b,panel_reg_wboot,.5429999999999999
scale-400k,after,174d27b,panel_reg_wboot,.5389999999999999
scale-400k,after,174d27b,panel_reg_wboot,.537
scale-400k,after,174d27b,panel_reg_wboot,.5349999999999999
scale-400k,after,174d27b,panel_reg_wboot,.538
scale-400k,after,a9359ce,panel_reg_analytic,.418
scale-400k,after,a9359ce,panel_reg_analytic,.416
scale-400k,after,a9359ce,panel_reg_analytic,.417
scale-400k,after,a9359ce,panel_reg_analytic,.423
scale-400k,after,a9359ce,panel_reg_analytic,.424
scale-400k,after,a9359ce,panel_dr_cov,.832
scale-400k,after,a9359ce,panel_dr_cov,.831
scale-400k,after,a9359ce,panel_dr_cov,.83
scale-400k,after,a9359ce,panel_dr_cov,.834
scale-400k,after,a9359ce,panel_dr_cov,.8220000000000001
scale-400k,after,a9359ce,panel_reg_cluster,.473
scale-400k,after,a9359ce,panel_reg_cluster,.47
scale-400k,after,a9359ce,panel_reg_cluster,.464
scale-400k,after,a9359ce,panel_reg_cluster,.474
scale-400k,after,a9359ce,panel_reg_cluster,.471
scale-400k,after,a9359ce,rcs_reg,1.356
scale-400k,after,a9359ce,rcs_reg,1.342
scale-400k,after,a9359ce,rcs_reg,1.343
scale-400k,after,a9359ce,rcs_reg,1.351
scale-400k,after,a9359ce,rcs_reg,1.355
scale-400k,after,a9359ce,unbal_reg_none,.422
scale-400k,after,a9359ce,unbal_reg_none,.417
scale-400k,after,a9359ce,unbal_reg_none,.416
scale-400k,after,a9359ce,unbal_reg_none,.413
scale-400k,after,a9359ce,unbal_reg_none,.412
scale-400k,after,a9359ce,panel_reg_wboot,.5409999999999999
scale-400k,after,a9359ce,panel_reg_wboot,.541
scale-400k,after,a9359ce,panel_reg_wboot,.5389999999999999
scale-400k,after,a9359ce,panel_reg_wboot,.541
scale-400k,after,a9359ce,panel_reg_wboot,.548
scale-400k,after,f1,panel_reg_analytic,.419
scale-400k,after,f1,panel_reg_analytic,.424
scale-400k,after,f1,panel_reg_analytic,.418
scale-400k,after,f1,panel_reg_analytic,.419
scale-400k,after,f1,panel_reg_analytic,.42
scale-400k,after,f1,panel_dr_cov,.829
scale-400k,after,f1,panel_dr_cov,.835
scale-400k,after,f1,panel_dr_cov,.835
scale-400k,after,f1,panel_dr_cov,.833
scale-400k,after,f1,panel_dr_cov,.8160000000000001
scale-400k,after,f1,panel_reg_cluster,.467
scale-400k,after,f1,panel_reg_cluster,.456
scale-400k,after,f1,panel_reg_cluster,.459
scale-400k,after,f1,panel_reg_cluster,.469
scale-400k,after,f1,panel_reg_cluster,.468
scale-400k,after,f1,rcs_reg,1.351
scale-400k,after,f1,rcs_reg,1.373
scale-400k,after,f1,rcs_reg,1.367
scale-400k,after,f1,rcs_reg,1.376
scale-400k,after,f1,rcs_reg,1.375
scale-400k,after,f1,unbal_reg_none,.416
scale-400k,after,f1,unbal_reg_none,.409
scale-400k,after,f1,unbal_reg_none,.412
scale-400k,after,f1,unbal_reg_none,.413
scale-400k,after,f1,unbal_reg_none,.413
scale-400k,after,f1,panel_reg_wboot,.542
scale-400k,after,f1,panel_reg_wboot,.5429999999999999
scale-400k,after,f1,panel_reg_wboot,.538
scale-400k,after,f1,panel_reg_wboot,.535
scale-400k,after,f1,panel_reg_wboot,.5449999999999999
scale-400k,after,f1,panel_reg_analytic,.418
scale-400k,after,f1,panel_reg_analytic,.422
scale-400k,after,f1,panel_reg_analytic,.417
scale-400k,after,f1,panel_reg_analytic,.415
scale-400k,after,f1,panel_reg_analytic,.415
scale-400k,after,f1,panel_dr_cov,.8220000000000001
scale-400k,after,f1,panel_dr_cov,.837
scale-400k,after,f1,panel_dr_cov,.829
scale-400k,after,f1,panel_dr_cov,.825
scale-400k,after,f1,panel_dr_cov,.8180000000000001
scale-400k,after,f1,panel_reg_cluster,.469
scale-400k,after,f1,panel_reg_cluster,.472
scale-400k,after,f1,panel_reg_cluster,.613
scale-400k,after,f1,panel_reg_cluster,.466
scale-400k,after,f1,panel_reg_cluster,.471
scale-400k,after,f1,rcs_reg,1.348
scale-400k,after,f1,rcs_reg,1.343
scale-400k,after,f1,rcs_reg,1.343
scale-400k,after,f1,rcs_reg,1.354
scale-400k,after,f1,rcs_reg,1.357
scale-400k,after,f1,unbal_reg_none,.407
scale-400k,after,f1,unbal_reg_none,.405
scale-400k,after,f1,unbal_reg_none,.406
scale-400k,after,f1,unbal_reg_none,.406
scale-400k,after,f1,unbal_reg_none,.409
scale-400k,after,f1,panel_reg_wboot,.54
scale-400k,after,f1,panel_reg_wboot,.5409999999999999
scale-400k,after,f1,panel_reg_wboot,.536
scale-400k,after,f1,panel_reg_wboot,.5329999999999999
scale-400k,after,f1,panel_reg_wboot,.539
scale-400k,after,a9359ce,panel_reg_analytic,.414
scale-400k,after,a9359ce,panel_reg_analytic,.421
scale-400k,after,a9359ce,panel_reg_analytic,.417
scale-400k,after,a9359ce,panel_reg_analytic,.417
scale-400k,after,a9359ce,panel_reg_analytic,.416
scale-400k,after,a9359ce,panel_dr_cov,.825
scale-400k,after,a9359ce,panel_dr_cov,.825
scale-400k,after,a9359ce,panel_dr_cov,.833
scale-400k,after,a9359ce,panel_dr_cov,.84
scale-400k,after,a9359ce,panel_dr_cov,.834
scale-400k,after,a9359ce,panel_reg_cluster,.466
scale-400k,after,a9359ce,panel_reg_cluster,.468
scale-400k,after,a9359ce,panel_reg_cluster,.471
scale-400k,after,a9359ce,panel_reg_cluster,.468
scale-400k,after,a9359ce,panel_reg_cluster,.47
scale-400k,after,a9359ce,rcs_reg,1.369
scale-400k,after,a9359ce,rcs_reg,1.347
scale-400k,after,a9359ce,rcs_reg,1.351
scale-400k,after,a9359ce,rcs_reg,1.374
scale-400k,after,a9359ce,rcs_reg,1.344
scale-400k,after,a9359ce,unbal_reg_none,.424
scale-400k,after,a9359ce,unbal_reg_none,.417
scale-400k,after,a9359ce,unbal_reg_none,.422
scale-400k,after,a9359ce,unbal_reg_none,.419
scale-400k,after,a9359ce,unbal_reg_none,.419
scale-400k,after,a9359ce,panel_reg_wboot,.556
scale-400k,after,a9359ce,panel_reg_wboot,.548
scale-400k,after,a9359ce,panel_reg_wboot,.539
scale-400k,after,a9359ce,panel_reg_wboot,.5489999999999999
scale-400k,after,a9359ce,panel_reg_wboot,.552
scale-400k,after,174d27b,panel_reg_analytic,.412
scale-400k,after,174d27b,panel_reg_analytic,.417
scale-400k,after,174d27b,panel_reg_analytic,.419
scale-400k,after,174d27b,panel_reg_analytic,.416
scale-400k,after,174d27b,panel_reg_analytic,.415
scale-400k,after,174d27b,panel_dr_cov,.829
scale-400k,after,174d27b,panel_dr_cov,.8200000000000001
scale-400k,after,174d27b,panel_dr_cov,.832
scale-400k,after,174d27b,panel_dr_cov,.83
scale-400k,after,174d27b,panel_dr_cov,.834
scale-400k,after,174d27b,panel_reg_cluster,.46
scale-400k,after,174d27b,panel_reg_cluster,.465
scale-400k,after,174d27b,panel_reg_cluster,.464
scale-400k,after,174d27b,panel_reg_cluster,.461
scale-400k,after,174d27b,panel_reg_cluster,.465
scale-400k,after,174d27b,rcs_reg,1.365
scale-400k,after,174d27b,rcs_reg,1.359
scale-400k,after,174d27b,rcs_reg,1.353
scale-400k,after,174d27b,rcs_reg,1.346
scale-400k,after,174d27b,rcs_reg,1.383
scale-400k,after,174d27b,unbal_reg_none,.419
scale-400k,after,174d27b,unbal_reg_none,.409
scale-400k,after,174d27b,unbal_reg_none,.413
scale-400k,after,174d27b,unbal_reg_none,.42
scale-400k,after,174d27b,unbal_reg_none,.423
scale-400k,after,174d27b,panel_reg_wboot,.542
scale-400k,after,174d27b,panel_reg_wboot,.548
scale-400k,after,174d27b,panel_reg_wboot,.54
scale-400k,after,174d27b,panel_reg_wboot,.5429999999999999
scale-400k,after,174d27b,panel_reg_wboot,.537
scale-400k,after,base,panel_reg_analytic,.417
scale-400k,after,base,panel_reg_analytic,.424
scale-400k,after,base,panel_reg_analytic,.42
scale-400k,after,base,panel_reg_analytic,.416
scale-400k,after,base,panel_reg_analytic,.42
scale-400k,after,base,panel_dr_cov,.834
scale-400k,after,base,panel_dr_cov,.819
scale-400k,after,base,panel_dr_cov,.823
scale-400k,after,base,panel_dr_cov,.83
scale-400k,after,base,panel_dr_cov,.834
scale-400k,after,base,panel_reg_cluster,.47
scale-400k,after,base,panel_reg_cluster,.468
scale-400k,after,base,panel_reg_cluster,.471
scale-400k,after,base,panel_reg_cluster,.474
scale-400k,after,base,panel_reg_cluster,.467
scale-400k,after,base,rcs_reg,1.352
scale-400k,after,base,rcs_reg,1.318
scale-400k,after,base,rcs_reg,1.359
scale-400k,after,base,rcs_reg,1.347
scale-400k,after,base,rcs_reg,1.37
scale-400k,after,base,unbal_reg_none,.418
scale-400k,after,base,unbal_reg_none,.412
scale-400k,after,base,unbal_reg_none,.417
scale-400k,after,base,unbal_reg_none,.411
scale-400k,after,base,unbal_reg_none,.423
scale-400k,after,base,panel_reg_wboot,.548
scale-400k,after,base,panel_reg_wboot,.546
scale-400k,after,base,panel_reg_wboot,.546
scale-400k,after,base,panel_reg_wboot,.547
scale-400k,after,base,panel_reg_wboot,.5509999999999999
scale-400k,after,base,panel_reg_analytic,.416
scale-400k,after,base,panel_reg_analytic,.423
scale-400k,after,base,panel_reg_analytic,.417
scale-400k,after,base,panel_reg_analytic,.42
scale-400k,after,base,panel_reg_analytic,.417
scale-400k,after,base,panel_dr_cov,.825
scale-400k,after,base,panel_dr_cov,.827
scale-400k,after,base,panel_dr_cov,.823
scale-400k,after,base,panel_dr_cov,.835
scale-400k,after,base,panel_dr_cov,.832
scale-400k,after,base,panel_reg_cluster,.464
scale-400k,after,base,panel_reg_cluster,.474
scale-400k,after,base,panel_reg_cluster,.465
scale-400k,after,base,panel_reg_cluster,.47
scale-400k,after,base,panel_reg_cluster,.47
scale-400k,after,base,rcs_reg,1.34
scale-400k,after,base,rcs_reg,1.366
scale-400k,after,base,rcs_reg,1.356
scale-400k,after,base,rcs_reg,1.36
scale-400k,after,base,rcs_reg,1.35
scale-400k,after,base,unbal_reg_none,.42
scale-400k,after,base,unbal_reg_none,.414
scale-400k,after,base,unbal_reg_none,.428
scale-400k,after,base,unbal_reg_none,.423
scale-400k,after,base,unbal_reg_none,.423
scale-400k,after,base,panel_reg_wboot,.548
scale-400k,after,base,panel_reg_wboot,.551
scale-400k,after,base,panel_reg_wboot,.549
scale-400k,after,base,panel_reg_wboot,.552
scale-400k,after,base,panel_reg_wboot,.5600000000000001
scale-400k,after,174d27b,panel_reg_analytic,.415
scale-400k,after,174d27b,panel_reg_analytic,.417
scale-400k,after,174d27b,panel_reg_analytic,.417
scale-400k,after,174d27b,panel_reg_analytic,.416
scale-400k,after,174d27b,panel_reg_analytic,.42
scale-400k,after,174d27b,panel_dr_cov,.825
scale-400k,after,174d27b,panel_dr_cov,.8180000000000001
scale-400k,after,174d27b,panel_dr_cov,.819
scale-400k,after,174d27b,panel_dr_cov,.8140000000000001
scale-400k,after,174d27b,panel_dr_cov,.819
scale-400k,after,174d27b,panel_reg_cluster,.463
scale-400k,after,174d27b,panel_reg_cluster,.464
scale-400k,after,174d27b,panel_reg_cluster,.482
scale-400k,after,174d27b,panel_reg_cluster,.468
scale-400k,after,174d27b,panel_reg_cluster,.469
scale-400k,after,174d27b,rcs_reg,1.318
scale-400k,after,174d27b,rcs_reg,1.335
scale-400k,after,174d27b,rcs_reg,1.32
scale-400k,after,174d27b,rcs_reg,1.453
scale-400k,after,174d27b,rcs_reg,1.386
scale-400k,after,174d27b,unbal_reg_none,.422
scale-400k,after,174d27b,unbal_reg_none,.423
scale-400k,after,174d27b,unbal_reg_none,.419
scale-400k,after,174d27b,unbal_reg_none,.423
scale-400k,after,174d27b,unbal_reg_none,.429
scale-400k,after,174d27b,panel_reg_wboot,.5649999999999999
scale-400k,after,174d27b,panel_reg_wboot,.554
scale-400k,after,174d27b,panel_reg_wboot,.549
scale-400k,after,174d27b,panel_reg_wboot,.552
scale-400k,after,174d27b,panel_reg_wboot,.554
scale-400k,after,a9359ce,panel_reg_analytic,.424
scale-400k,after,a9359ce,panel_reg_analytic,.421
scale-400k,after,a9359ce,panel_reg_analytic,.421
scale-400k,after,a9359ce,panel_reg_analytic,.419
scale-400k,after,a9359ce,panel_reg_analytic,.419
scale-400k,after,a9359ce,panel_dr_cov,.834
scale-400k,after,a9359ce,panel_dr_cov,.856
scale-400k,after,a9359ce,panel_dr_cov,.835
scale-400k,after,a9359ce,panel_dr_cov,.836
scale-400k,after,a9359ce,panel_dr_cov,.852
scale-400k,after,a9359ce,panel_reg_cluster,.471
scale-400k,after,a9359ce,panel_reg_cluster,.472
scale-400k,after,a9359ce,panel_reg_cluster,.47
scale-400k,after,a9359ce,panel_reg_cluster,.47
scale-400k,after,a9359ce,panel_reg_cluster,.478
scale-400k,after,a9359ce,rcs_reg,1.35
scale-400k,after,a9359ce,rcs_reg,1.35
scale-400k,after,a9359ce,rcs_reg,1.362
scale-400k,after,a9359ce,rcs_reg,1.372
scale-400k,after,a9359ce,rcs_reg,1.366
scale-400k,after,a9359ce,unbal_reg_none,.406
scale-400k,after,a9359ce,unbal_reg_none,.41
scale-400k,after,a9359ce,unbal_reg_none,.42
scale-400k,after,a9359ce,unbal_reg_none,.408
scale-400k,after,a9359ce,unbal_reg_none,.416
scale-400k,after,a9359ce,panel_reg_wboot,.55
scale-400k,after,a9359ce,panel_reg_wboot,.5429999999999999
scale-400k,after,a9359ce,panel_reg_wboot,.537
scale-400k,after,a9359ce,panel_reg_wboot,.5429999999999999
scale-400k,after,a9359ce,panel_reg_wboot,.556
scale-400k,after,f1,panel_reg_analytic,.415
scale-400k,after,f1,panel_reg_analytic,.417
scale-400k,after,f1,panel_reg_analytic,.422
scale-400k,after,f1,panel_reg_analytic,.414
scale-400k,after,f1,panel_reg_analytic,.414
scale-400k,after,f1,panel_dr_cov,.8180000000000001
scale-400k,after,f1,panel_dr_cov,.8180000000000001
scale-400k,after,f1,panel_dr_cov,.8220000000000001
scale-400k,after,f1,panel_dr_cov,.823
scale-400k,after,f1,panel_dr_cov,.819
scale-400k,after,f1,panel_reg_cluster,.459
scale-400k,after,f1,panel_reg_cluster,.463
scale-400k,after,f1,panel_reg_cluster,.463
scale-400k,after,f1,panel_reg_cluster,.46
scale-400k,after,f1,panel_reg_cluster,.46
scale-400k,after,f1,rcs_reg,1.355
scale-400k,after,f1,rcs_reg,1.353
scale-400k,after,f1,rcs_reg,1.342
scale-400k,after,f1,rcs_reg,1.38
scale-400k,after,f1,rcs_reg,1.353
scale-400k,after,f1,unbal_reg_none,.413
scale-400k,after,f1,unbal_reg_none,.413
scale-400k,after,f1,unbal_reg_none,.418
scale-400k,after,f1,unbal_reg_none,.413
scale-400k,after,f1,unbal_reg_none,.41
scale-400k,after,f1,panel_reg_wboot,.5509999999999999
scale-400k,after,f1,panel_reg_wboot,.55
scale-400k,after,f1,panel_reg_wboot,.5489999999999999
scale-400k,after,f1,panel_reg_wboot,.548
scale-400k,after,f1,panel_reg_wboot,.5449999999999999
scale-400k,after,f1,panel_reg_analytic,.416
scale-400k,after,f1,panel_reg_analytic,.42
scale-400k,after,f1,panel_reg_analytic,.421
scale-400k,after,f1,panel_reg_analytic,.417
scale-400k,after,f1,panel_reg_analytic,.42
scale-400k,after,f1,panel_dr_cov,.8180000000000001
scale-400k,after,f1,panel_dr_cov,.822
scale-400k,after,f1,panel_dr_cov,.8220000000000001
scale-400k,after,f1,panel_dr_cov,.83
scale-400k,after,f1,panel_dr_cov,.8280000000000001
scale-400k,after,f1,panel_reg_cluster,.465
scale-400k,after,f1,panel_reg_cluster,.469
scale-400k,after,f1,panel_reg_cluster,.473
scale-400k,after,f1,panel_reg_cluster,.47
scale-400k,after,f1,panel_reg_cluster,.476
scale-400k,after,f1,rcs_reg,1.381
scale-400k,after,f1,rcs_reg,1.35
scale-400k,after,f1,rcs_reg,1.359
scale-400k,after,f1,rcs_reg,1.362
scale-400k,after,f1,rcs_reg,1.36
scale-400k,after,f1,unbal_reg_none,.409
scale-400k,after,f1,unbal_reg_none,.415
scale-400k,after,f1,unbal_reg_none,.41
scale-400k,after,f1,unbal_reg_none,.409
scale-400k,after,f1,unbal_reg_none,.407
scale-400k,after,f1,panel_reg_wboot,.5429999999999999
scale-400k,after,f1,panel_reg_wboot,.547
scale-400k,after,f1,panel_reg_wboot,.5649999999999999
scale-400k,after,f1,panel_reg_wboot,.538
scale-400k,after,f1,panel_reg_wboot,.548
scale-400k,after,a9359ce,panel_reg_analytic,.417
scale-400k,after,a9359ce,panel_reg_analytic,.421
scale-400k,after,a9359ce,panel_reg_analytic,.4320000000000001
scale-400k,after,a9359ce,panel_reg_analytic,.416
scale-400k,after,a9359ce,panel_reg_analytic,.419
scale-400k,after,a9359ce,panel_dr_cov,.8180000000000001
scale-400k,after,a9359ce,panel_dr_cov,.834
scale-400k,after,a9359ce,panel_dr_cov,.83
scale-400k,after,a9359ce,panel_dr_cov,.866
scale-400k,after,a9359ce,panel_dr_cov,.827
scale-400k,after,a9359ce,panel_reg_cluster,.468
scale-400k,after,a9359ce,panel_reg_cluster,.466
scale-400k,after,a9359ce,panel_reg_cluster,.468
scale-400k,after,a9359ce,panel_reg_cluster,.464
scale-400k,after,a9359ce,panel_reg_cluster,.468
scale-400k,after,a9359ce,rcs_reg,1.357
scale-400k,after,a9359ce,rcs_reg,1.329
scale-400k,after,a9359ce,rcs_reg,1.36
scale-400k,after,a9359ce,rcs_reg,1.371
scale-400k,after,a9359ce,rcs_reg,1.334
scale-400k,after,a9359ce,unbal_reg_none,.424
scale-400k,after,a9359ce,unbal_reg_none,.418
scale-400k,after,a9359ce,unbal_reg_none,.42
scale-400k,after,a9359ce,unbal_reg_none,.42
scale-400k,after,a9359ce,unbal_reg_none,.437
scale-400k,after,a9359ce,panel_reg_wboot,.552
scale-400k,after,a9359ce,panel_reg_wboot,.5469999999999999
scale-400k,after,a9359ce,panel_reg_wboot,.5570000000000001
scale-400k,after,a9359ce,panel_reg_wboot,.556
scale-400k,after,a9359ce,panel_reg_wboot,.544
scale-400k,after,174d27b,panel_reg_analytic,.42
scale-400k,after,174d27b,panel_reg_analytic,.422
scale-400k,after,174d27b,panel_reg_analytic,.419
scale-400k,after,174d27b,panel_reg_analytic,.423
scale-400k,after,174d27b,panel_reg_analytic,.418
scale-400k,after,174d27b,panel_dr_cov,.83
scale-400k,after,174d27b,panel_dr_cov,.835
scale-400k,after,174d27b,panel_dr_cov,.835
scale-400k,after,174d27b,panel_dr_cov,.835
scale-400k,after,174d27b,panel_dr_cov,.83
scale-400k,after,174d27b,panel_reg_cluster,.472
scale-400k,after,174d27b,panel_reg_cluster,.477
scale-400k,after,174d27b,panel_reg_cluster,.474
scale-400k,after,174d27b,panel_reg_cluster,.471
scale-400k,after,174d27b,panel_reg_cluster,.478
scale-400k,after,174d27b,rcs_reg,1.343
scale-400k,after,174d27b,rcs_reg,1.359
scale-400k,after,174d27b,rcs_reg,1.347
scale-400k,after,174d27b,rcs_reg,1.341
scale-400k,after,174d27b,rcs_reg,1.35
scale-400k,after,174d27b,unbal_reg_none,.409
scale-400k,after,174d27b,unbal_reg_none,.412
scale-400k,after,174d27b,unbal_reg_none,.418
scale-400k,after,174d27b,unbal_reg_none,.418
scale-400k,after,174d27b,unbal_reg_none,.416
scale-400k,after,174d27b,panel_reg_wboot,.5469999999999999
scale-400k,after,174d27b,panel_reg_wboot,.5600000000000001
scale-400k,after,174d27b,panel_reg_wboot,.5409999999999999
scale-400k,after,174d27b,panel_reg_wboot,.539
scale-400k,after,174d27b,panel_reg_wboot,.5449999999999999
scale-400k,after,base,panel_reg_analytic,.413
scale-400k,after,base,panel_reg_analytic,.414
scale-400k,after,base,panel_reg_analytic,.42
scale-400k,after,base,panel_reg_analytic,.414
scale-400k,after,base,panel_reg_analytic,.415
scale-400k,after,base,panel_dr_cov,.821
scale-400k,after,base,panel_dr_cov,.8240000000000001
scale-400k,after,base,panel_dr_cov,.825
scale-400k,after,base,panel_dr_cov,.833
scale-400k,after,base,panel_dr_cov,.823
scale-400k,after,base,panel_reg_cluster,.468
scale-400k,after,base,panel_reg_cluster,.464
scale-400k,after,base,panel_reg_cluster,.468
scale-400k,after,base,panel_reg_cluster,.496
scale-400k,after,base,panel_reg_cluster,.491
scale-400k,after,base,rcs_reg,1.316
scale-400k,after,base,rcs_reg,1.354
scale-400k,after,base,rcs_reg,1.359
scale-400k,after,base,rcs_reg,1.357
scale-400k,after,base,rcs_reg,1.344
scale-400k,after,base,unbal_reg_none,.411
scale-400k,after,base,unbal_reg_none,.408
scale-400k,after,base,unbal_reg_none,.415
scale-400k,after,base,unbal_reg_none,.417
scale-400k,after,base,unbal_reg_none,.419
scale-400k,after,base,panel_reg_wboot,.5629999999999999
scale-400k,after,base,panel_reg_wboot,.548
scale-400k,after,base,panel_reg_wboot,.54
scale-400k,after,base,panel_reg_wboot,.548
scale-400k,after,base,panel_reg_wboot,.543
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.329
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.34
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.35
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.337
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.355
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.361
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.337
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.355
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.329
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.341
scale-400k-rcs,rcs-1,f1,rcs_reg,1.345
scale-400k-rcs,rcs-1,f1,rcs_reg,1.346
scale-400k-rcs,rcs-1,f1,rcs_reg,1.328
scale-400k-rcs,rcs-1,f1,rcs_reg,1.357
scale-400k-rcs,rcs-1,f1,rcs_reg,1.34
scale-400k-rcs,rcs-1,f1,rcs_reg,1.333
scale-400k-rcs,rcs-1,f1,rcs_reg,1.32
scale-400k-rcs,rcs-1,f1,rcs_reg,1.345
scale-400k-rcs,rcs-1,f1,rcs_reg,1.35
scale-400k-rcs,rcs-1,f1,rcs_reg,1.367
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.324
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.341
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.333
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.335
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.355
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.346
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.326
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.481
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.347
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.335
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.335
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.339
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.321
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.347
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.371
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.317
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.314
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.331
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.352
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.351
scale-400k-rcs,rcs-1,f1,rcs_reg,1.356
scale-400k-rcs,rcs-1,f1,rcs_reg,1.342
scale-400k-rcs,rcs-1,f1,rcs_reg,1.338
scale-400k-rcs,rcs-1,f1,rcs_reg,1.356
scale-400k-rcs,rcs-1,f1,rcs_reg,1.348
scale-400k-rcs,rcs-1,f1,rcs_reg,1.332
scale-400k-rcs,rcs-1,f1,rcs_reg,1.332
scale-400k-rcs,rcs-1,f1,rcs_reg,1.371
scale-400k-rcs,rcs-1,f1,rcs_reg,1.335
scale-400k-rcs,rcs-1,f1,rcs_reg,1.346
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.325
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.327
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.35
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.36
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.374
