s6-agg-combined,head,0,agg_storeall,1,1,5000,6,.0981666666666667
s6-agg-combined,head,0,agg_storeall,1,2,5000,6,.098
s6-agg-combined,head,0,agg_storeall,1,3,5000,6,.0981666666666667
s6-agg-combined,head,0,agg_calendar,2,1,5000,25,.00932
s6-agg-combined,head,0,agg_calendar,2,2,5000,25,.00884
s6-agg-combined,head,0,agg_calendar,2,3,5000,25,.0088
s6-agg-combined,head,0,agg_simple,3,1,5000,25,.00736
s6-agg-combined,head,0,agg_simple,3,2,5000,25,.00844
s6-agg-combined,head,0,agg_simple,3,3,5000,25,.00904
s6-agg-combined,head,0,agg_group,4,1,5000,25,.00372
s6-agg-combined,head,0,agg_group,4,2,5000,25,.00388
s6-agg-combined,head,0,agg_group,4,3,5000,25,.00376
s6-agg-combined,head,0,agg_dynamic,5,1,5000,25,.01376
s6-agg-combined,head,0,agg_dynamic,5,2,5000,25,.01404
s6-agg-combined,head,0,agg_dynamic,5,3,5000,25,.01368
s6-agg-combined,combined,0,agg_storeall,1,1,5000,6,.0985
s6-agg-combined,combined,0,agg_storeall,1,2,5000,6,.0976666666666667
s6-agg-combined,combined,0,agg_storeall,1,3,5000,6,.1008333333333333
s6-agg-combined,combined,0,agg_calendar,2,1,5000,25,.00848
s6-agg-combined,combined,0,agg_calendar,2,2,5000,25,.0094
s6-agg-combined,combined,0,agg_calendar,2,3,5000,25,.00872
s6-agg-combined,combined,0,agg_simple,3,1,5000,25,.0072
s6-agg-combined,combined,0,agg_simple,3,2,5000,25,.0072
s6-agg-combined,combined,0,agg_simple,3,3,5000,25,.00712
s6-agg-combined,combined,0,agg_group,4,1,5000,25,.0036
s6-agg-combined,combined,0,agg_group,4,2,5000,25,.00364
s6-agg-combined,combined,0,agg_group,4,3,5000,25,.00364
s6-agg-combined,combined,0,agg_dynamic,5,1,5000,25,.01352
s6-agg-combined,combined,0,agg_dynamic,5,2,5000,25,.01348
s6-agg-combined,combined,0,agg_dynamic,5,3,5000,25,.01372
s6-agg-combined,base,0,agg_storeall,1,1,5000,6,.0978333333333333
s6-agg-combined,base,0,agg_storeall,1,2,5000,6,.0975
s6-agg-combined,base,0,agg_storeall,1,3,5000,6,.0978333333333333
s6-agg-combined,base,0,agg_calendar,2,1,5000,25,.00868
s6-agg-combined,base,0,agg_calendar,2,2,5000,25,.00884
s6-agg-combined,base,0,agg_calendar,2,3,5000,25,.00868
s6-agg-combined,base,0,agg_simple,3,1,5000,25,.00724
s6-agg-combined,base,0,agg_simple,3,2,5000,25,.0072
s6-agg-combined,base,0,agg_simple,3,3,5000,25,.00724
s6-agg-combined,base,0,agg_group,4,1,5000,25,.0038
s6-agg-combined,base,0,agg_group,4,2,5000,25,.0038
s6-agg-combined,base,0,agg_group,4,3,5000,25,.00372
s6-agg-combined,base,0,agg_dynamic,5,1,5000,25,.01352
s6-agg-combined,base,0,agg_dynamic,5,2,5000,25,.0136
s6-agg-combined,base,0,agg_dynamic,5,3,5000,25,.0138
