scan,n_units,T,cohorts,rows,pkg,median_seconds,trials,ok,note
F_n,50000,10,4,500000,csdid_182,83.6790,2,1,H=5; G_real=4; nevertreated=20.1%; scheme=balanced; cov=x; min=82.8260; max=84.5320; 1.82 method(dripw) agg(event) clustered; analytical is its default
F_n,100000,10,4,1000000,csdid_200,1.7820,7,1,H=5; G_real=4; nevertreated=20.1%; scheme=balanced; cov=x; min=1.7400; max=1.8950; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying)
F_n,100000,10,4,1000000,csdid_182,.,0,0,skipped by the 120s cap; projection basis: measured 500k legacy call 83.6790s x 2.05 rows
F_T,5000,5,4,25000,csdid_200,0.0700,7,1,H=3; G_real=4; nevertreated=19.3%; scheme=balanced; cov=x; min=0.0630; max=0.0760; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying)
F_T,5000,5,4,25000,csdid_182,1.7590,7,1,H=3; G_real=4; nevertreated=19.3%; scheme=balanced; cov=x; min=1.6920; max=1.8100; 1.82 method(dripw) agg(event) clustered; analytical is its default
F_T,5000,10,4,50000,csdid_200,0.1310,7,1,H=5; G_real=4; nevertreated=19.3%; scheme=balanced; cov=x; min=0.1030; max=0.1990; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying)
F_T,5000,10,4,50000,csdid_182,6.4980,5,1,H=5; G_real=4; nevertreated=19.3%; scheme=balanced; cov=x; min=6.4230; max=7.2880; 1.82 method(dripw) agg(event) clustered; analytical is its default
F_T,5000,20,4,100000,csdid_200,0.2820,7,1,H=5; G_real=4; nevertreated=19.3%; scheme=balanced; cov=x; min=0.1940; max=0.3710; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying)
F_T,5000,20,4,100000,csdid_182,28.6850,3,1,H=5; G_real=4; nevertreated=19.3%; scheme=balanced; cov=x; min=28.6560; max=29.3410; 1.82 method(dripw) agg(event) clustered; analytical is its default
F_T,5000,40,4,200000,csdid_200,0.4030,7,1,H=5; G_real=4; nevertreated=19.3%; scheme=balanced; cov=x; min=0.3720; max=0.5400; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying)
F_T,5000,40,4,200000,csdid_182,134.4935,2,1,H=5; G_real=4; nevertreated=19.3%; scheme=balanced; cov=x; min=131.9220; max=137.0650; 1.82 method(dripw) agg(event) clustered; analytical is its default
F_G,5000,20,3,100000,csdid_200,0.1780,7,1,H=5; G_real=3; nevertreated=24.5%; scheme=balanced; cov=x; min=0.1730; max=0.1970; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying)
F_G,5000,20,3,100000,csdid_182,20.2330,3,1,H=5; G_real=3; nevertreated=24.5%; scheme=balanced; cov=x; min=20.1230; max=20.3160; 1.82 method(dripw) agg(event) clustered; analytical is its default
F_G,5000,20,6,100000,csdid_200,0.4070,7,1,H=5; G_real=6; nevertreated=13.7%; scheme=balanced; cov=x; min=0.2680; max=0.5510; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying)
F_G,5000,20,6,100000,csdid_182,48.0590,3,1,H=5; G_real=6; nevertreated=13.7%; scheme=balanced; cov=x; min=46.2060; max=48.8990; 1.82 method(dripw) agg(event) clustered; analytical is its default
F_G,5000,20,12,100000,csdid_200,0.4120,7,1,H=5; G_real=12; nevertreated=6.800000000000001%; scheme=balanced; cov=x; min=0.3750; max=0.4410; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying)
F_G,5000,20,12,100000,csdid_182,98.9940,2,1,H=5; G_real=12; nevertreated=6.800000000000001%; scheme=balanced; cov=x; min=92.6110; max=105.3770; 1.82 method(dripw) agg(event) clustered; analytical is its default
F_scheme,10000,10,4,100000,csdid_200,0.1920,7,1,H=5; G_real=4; nevertreated=19.8%; scheme=balanced; cov=x; min=0.1790; max=0.2390; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying)
F_scheme,10000,10,4,100000,csdid_182,12.5060,3,1,H=5; G_real=4; nevertreated=19.8%; scheme=balanced; cov=x; min=12.2690; max=12.5970; 1.82 method(dripw) agg(event) clustered; analytical is its default
F_scheme,10000,10,4,85219,csdid_200,0.2530,7,1,H=5; G_real=4; nevertreated=19.9%; scheme=unbalanced; cov=x; min=0.2280; max=0.3790; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying) bal(pair)
F_scheme,10000,10,4,85219,csdid_182,11.3910,3,1,H=5; G_real=4; nevertreated=19.9%; scheme=unbalanced; cov=x; min=10.1860; max=12.0590; 1.82 method(dripw) agg(event) clustered; analytical is its default
F_scheme,10000,10,4,100000,csdid_200,0.7200,7,1,H=5; G_real=4; nevertreated=19.8%; scheme=rcs; cov=x; min=0.6800; max=0.7310; 2.0 method(dr) analytical agg(event) clustered; pinned nevertreated base_period(varying) rcs
F_scheme,10000,10,4,100000,csdid_182,12.2000,3,1,H=5; G_real=4; nevertreated=19.8%; scheme=rcs; cov=x; min=9.7650; max=12.6430; 1.82 method(dripw) agg(event) clustered; analytical is its default
B_rcs,1000,10,4,10000,hdid_cov,1.0580,10,1,H=5; G_real=4; nevertreated=18.8%; cov=x; min=1.0260; max=1.1130; agg=0.0265; Stata 19.5 native; repeated cross sections; arm=ra
B_rcs,10000,10,4,100000,hdid_cov,5.8100,10,1,H=5; G_real=4; nevertreated=19.8%; cov=x; min=5.7300; max=5.9980; agg=0.2490; Stata 19.5 native; repeated cross sections; arm=ra
B_rcs,100000,10,4,1000000,hdid_cov,75.2135,10,1,H=5; G_real=4; nevertreated=20.1%; cov=x; min=73.4490; max=77.7280; agg=3.0615; Stata 19.5 native; repeated cross sections; arm=ra
